District_Name,Crop_Year,Season,Crop,Area,Production,pH_min,pH_max,pH_Req,pH_min_Range,pH_max_Range,min_temp,max_temp,min_rainfall,max_rainfall
18,2005,2,2,100,100,7.5,8.3,6.3,6,7,20,28,40,75
18,2005,2,8,227800,129200,7.5,8.3,6,5.8,8,20,28,55,120
18,2005,2,9,400,200,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2005,2,4,32000,12500,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2005,2,5,15600,6700,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2005,2,6,9900,661200,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2005,2,10,6400,3500,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2005,3,10,17500,8300,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2005,3,7,37700,38300,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2005,4,9,9100,12500,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2005,4,10,2200,1400,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2006,2,8,215700,129400,7.5,8.3,6,5.8,8,20,28,55,120
18,2006,2,9,400,200,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2006,2,3,170100,162100,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2006,2,1,300,300,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2006,2,4,33900,8300,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2006,2,5,15600,9400,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2006,2,10,6700,3800,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2006,3,3,31700,27300,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2006,3,1,800,1900,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2006,3,10,17300,10500,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2006,3,7,40100,49900,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2006,4,9,9100,11000,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2006,4,1,100,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2006,4,10,2200,1700,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2007,2,2,6,3,7.5,8.3,6.3,6,7,20,28,40,75
18,2007,2,8,2078,2730,7.5,8.3,6,5.8,8,20,28,55,120
18,2007,2,9,3,2,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2007,2,3,1678,1952,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2007,2,1,5,4,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2007,2,4,393,126,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2007,2,5,14500,105,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2007,2,10,31,17,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2007,3,3,271,236,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2007,3,1,7,19,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2007,3,10,102,101,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2007,3,7,227,345,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2007,4,9,32,37,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2007,4,1,1,1,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2007,4,10,16,11,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2007,5,6,338,22985,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2008,2,2,200,100,7.5,8.3,6.3,6,7,20,28,40,75
18,2008,2,8,269300,191300,7.5,8.3,6,5.8,8,20,28,55,120
18,2008,2,9,1000,500,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2008,2,3,111300,105400,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2008,2,1,700,600,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2008,2,4,28800,10400,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2008,2,5,8000,4200,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2008,2,6,19200,1113900,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2008,2,10,3100,1600,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2008,3,3,27400,22100,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2008,3,1,2,4,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2008,3,10,7800,4900,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2008,3,7,19800,27000,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2008,5,6,19200,1113900,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2009,2,8,257400,197200,7.5,8.3,6,5.8,8,20,28,55,120
18,2009,2,9,800,200,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2009,2,3,125100,91600,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2009,2,1,600,700,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2009,2,4,33000,4600,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2009,2,5,5600,1500,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2009,2,6,12900,621300,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2009,2,10,2900,1200,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2009,3,3,29600,21900,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2009,3,1,500,200,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2009,3,10,6100,3800,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2009,3,7,19100,19800,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2010,2,8,302100,462200,7.5,8.3,6,5.8,8,20,28,55,120
18,2010,2,9,300,200,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2010,2,3,126500,133500,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2010,2,1,700,600,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2010,2,4,35500,23400,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2010,2,5,5200,2700,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2010,2,6,13700,827500,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2010,2,10,2000,1100,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2010,3,3,29200,27900,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2010,3,1,400,800,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2010,3,10,4400,3000,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2010,3,7,49000,82700,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2011,2,8,326600,520900,7.5,8.3,6,5.8,8,20,28,55,120
18,2011,2,9,100,100,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2011,2,3,129300,167400,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2011,2,1,500,600,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2011,2,4,28900,14500,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2011,2,5,4000,1500,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2011,2,10,1500,900,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2011,3,3,28200,26500,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2011,3,1,400,1000,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2011,3,10,2500,1700,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2011,3,7,31100,54100,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2011,4,9,7700,7700,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2011,4,1,200,200,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2011,4,10,900,400,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2011,5,6,23900,1752000,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2012,2,8,326600,527200,7.5,8.3,6,5.8,8,20,28,55,120
18,2012,2,9,100,100,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2012,2,3,129400,157600,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2012,2,1,500,500,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2012,2,4,28200,18900,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2012,2,5,4000,2100,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2012,2,10,600,300,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2012,3,3,22600,19300,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2012,3,1,300,700,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2012,3,10,200,100,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2012,3,7,30400,43500,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2012,4,9,5200,5800,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2012,4,10,600,500,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2012,5,6,12800,1047900,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2013,2,8,321100,360900,7.5,8.3,6,5.8,8,20,28,55,120
18,2013,2,3,88300,71300,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2013,2,1,400,500,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2013,2,4,28200,15200,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2013,2,5,800,400,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2013,2,10,700,400,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2013,3,3,28800,21100,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2013,3,1,100,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2013,3,10,200,100,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2013,3,7,38900,43800,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2013,4,9,7300,9000,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2013,4,1,2200,2100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2013,4,10,800,800,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2013,5,6,12200,1020700,7.5,8.3,6.5,5,8.5,25,35,100,170
18,2014,2,8,342300,176800,7.5,8.3,6,5.8,8,20,28,55,120
18,2014,2,3,88300,28600,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2014,2,1,700,300,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2014,2,4,23600,3900,7.5,8.3,6.6,6.2,7.2,25,25,78,100
18,2014,2,5,800,100,7.5,8.3,6.2,5.5,7,16,27,100,200
18,2014,2,10,1300,300,7.5,8.3,6.8,6,7.5,20,35,40,70
18,2014,3,3,25600,13000,7.5,8.3,6.4,6,7.5,24,32,37,90
18,2014,3,1,200,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2014,3,7,39500,29200,7.5,8.3,5.8,5.5,6.5,14,25,47,103
18,2014,4,9,5000,4300,7.5,8.3,6.4,5.5,7,21,30,40,125
18,2014,4,1,3000,3500,7.5,8.3,6.4,5.8,6.8,18,27,45,100
18,2014,5,6,18800,1113200,7.5,8.3,6.5,5,8.5,25,35,100,170
19,1999,2,8,31600,31800,7.5,8.3,6,5.8,8,20,28,55,120
19,1999,2,9,12600,5800,7.5,8.3,6.4,5.5,7,21,30,40,125
19,1999,2,1,169,173,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,1999,2,4,200,100,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,1999,2,5,179400,229400,7.5,8.3,6.2,5.5,7,16,27,100,200
19,1999,2,10,600,200,7.5,8.3,6.8,6,7.5,20,35,40,70
19,1999,3,10,300,200,7.5,8.3,6.8,6,7.5,20,35,40,70
19,1999,3,7,4300,2400,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,1999,4,9,14300,17700,7.5,8.3,6.4,5.5,7,21,30,40,125
19,1999,4,5,10800,17400,7.5,8.3,6.2,5.5,7,16,27,100,200
19,1999,4,10,200,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,1999,5,6,7500,455600,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2000,2,2,15900,6600,7.5,8.3,6.3,6,7,20,28,40,75
19,2000,2,8,29600,17400,7.5,8.3,6,5.8,8,20,28,55,120
19,2000,2,9,10600,2600,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2000,2,3,36600,25100,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2000,2,1,15900,9800,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2000,2,4,17200,4600,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2000,2,5,21000,4900,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2000,2,10,600,300,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2000,3,3,24900,9300,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2000,3,1,200,200,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2000,3,10,200,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2000,3,7,6000,5400,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2000,4,9,3300,3700,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2000,5,6,8200,572700,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2001,2,2,16600,18100,7.5,8.3,6.3,6,7,20,28,40,75
19,2001,2,8,33100,23100,7.5,8.3,6,5.8,8,20,28,55,120
19,2001,2,9,9000,5400,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2001,2,3,34800,43200,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2001,2,1,17000,24500,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2001,2,4,18700,12900,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2001,2,5,20000,12300,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2001,2,10,900,300,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2001,3,3,25400,20000,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2001,3,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2001,3,7,6400,7400,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2001,4,9,3700,3900,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2001,5,6,5900,356100,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2002,2,2,16600,11800,7.5,8.3,6.3,6,7,20,28,40,75
19,2002,2,8,34200,22800,7.5,8.3,6,5.8,8,20,28,55,120
19,2002,2,9,8400,4500,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2002,2,3,32600,36700,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2002,2,1,16500,20700,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2002,2,4,17800,13600,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2002,2,5,19800,14500,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2002,2,10,400,200,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2002,3,3,23700,21900,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2002,3,1,200,300,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2002,3,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2002,3,7,7900,10000,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2002,4,9,5500,10400,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2002,4,1,100,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2002,5,6,6000,418000,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2003,2,2,19100,19500,7.5,8.3,6.3,6,7,20,28,40,75
19,2003,2,8,36200,40900,7.5,8.3,6,5.8,8,20,28,55,120
19,2003,2,9,8500,7200,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2003,2,3,30200,48300,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2003,2,1,17400,34200,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2003,2,4,16000,15000,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2003,2,5,22400,17700,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2003,2,10,400,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2003,3,3,24200,20100,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2003,3,1,800,1300,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2003,3,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2003,3,7,9200,15200,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2003,4,9,7900,12000,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2003,5,6,4000,248100,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2004,2,2,17100,9700,7.5,8.3,6.3,6,7,20,28,40,75
19,2004,2,9,8800,5400,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2004,2,3,29700,28200,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2004,2,1,19900,27900,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2004,2,4,15900,7300,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2004,2,5,21200,9700,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2004,2,10,900,500,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2004,3,3,28500,22900,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2004,3,1,300,700,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2004,3,10,200,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2004,3,7,10900,15200,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2004,4,9,8900,11500,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2004,4,1,100,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2004,4,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2004,5,8,38100,34400,7.5,8.3,6,5.8,8,20,28,55,120
19,2004,5,6,4200,256600,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2005,2,2,13500,10300,7.5,8.3,6.3,6,7,20,28,40,75
19,2005,2,8,34900,50400,7.5,8.3,6,5.8,8,20,28,55,120
19,2005,2,9,8500,6200,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2005,2,4,15300,5800,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2005,2,5,19700,30900,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2005,2,6,5600,356000,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2005,2,10,800,500,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2005,3,10,400,200,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2005,3,7,12000,24300,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2005,4,9,8900,17600,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2005,4,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2006,2,2,13200,8300,7.5,8.3,6.3,6,7,20,28,40,75
19,2006,2,8,34700,31300,7.5,8.3,6,5.8,8,20,28,55,120
19,2006,2,9,9900,7900,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2006,2,3,28200,27300,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2006,2,1,24600,30300,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2006,2,4,16700,6200,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2006,2,5,20000,16900,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2006,2,10,400,200,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2006,3,3,31400,25300,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2006,3,1,500,900,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2006,3,10,400,200,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2006,3,7,14200,31600,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2006,4,9,8900,14400,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2006,4,1,400,500,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2006,4,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2007,2,2,147,211,7.5,8.3,6.3,6,7,20,28,40,75
19,2007,2,8,461,1076,7.5,8.3,6,5.8,8,20,28,55,120
19,2007,2,9,93,97,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2007,2,3,269,494,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2007,2,1,298,697,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2007,2,4,166,95,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2007,2,5,210,312,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2007,2,10,5,4,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2007,3,3,283,358,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2007,3,1,5,13,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2007,3,10,2,1,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2007,3,7,148,380,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2007,4,9,67,95,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2007,4,1,5,7,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2007,4,10,3,2,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2007,5,6,243,17942,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2008,2,2,15000,21200,7.5,8.3,6.3,6,7,20,28,40,75
19,2008,2,8,56900,107600,7.5,8.3,6,5.8,8,20,28,55,120
19,2008,2,9,6100,4600,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2008,2,3,27200,50700,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2008,2,1,26100,52100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2008,2,4,12600,6600,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2008,2,5,20400,21900,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2008,2,6,11000,810900,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2008,2,10,700,400,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2008,3,3,27100,29200,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2008,3,1,6,17,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2008,3,10,300,200,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2008,3,7,9400,19900,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2008,5,6,11000,810900,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2009,2,2,15600,12800,7.5,8.3,6.3,6,7,20,28,40,75
19,2009,2,8,54500,107500,7.5,8.3,6,5.8,8,20,28,55,120
19,2009,2,9,7600,3700,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2009,2,3,27700,36200,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2009,2,1,27400,61000,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2009,2,4,14200,5500,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2009,2,5,18700,12900,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2009,2,6,9700,675400,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2009,2,10,300,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2009,3,3,29700,33700,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2009,3,1,800,2400,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2009,3,10,400,200,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2009,3,7,21100,49700,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2010,2,2,16200,24100,7.5,8.3,6.3,6,7,20,28,40,75
19,2010,2,8,56000,116600,7.5,8.3,6,5.8,8,20,28,55,120
19,2010,2,9,8600,7200,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2010,2,3,27600,45000,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2010,2,1,28400,72000,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2010,2,4,14000,9800,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2010,2,5,23400,24700,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2010,2,6,10200,738500,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2010,2,10,300,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2010,3,3,32700,41000,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2010,3,1,1000,2900,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2010,3,10,600,300,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2010,3,7,22700,54300,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2011,2,2,12600,15300,7.5,8.3,6.3,6,7,20,28,40,75
19,2011,2,8,57200,81300,7.5,8.3,6,5.8,8,20,28,55,120
19,2011,2,9,5800,5900,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2011,2,3,25200,60100,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2011,2,1,29200,88100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2011,2,4,13000,11300,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2011,2,5,19400,31700,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2011,3,3,23400,30400,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2011,3,1,1300,3700,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2011,3,7,18000,48100,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2011,4,9,6900,9400,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2011,4,1,1400,1800,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2011,4,10,400,500,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2011,5,6,8300,778700,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2012,2,2,12200,16000,7.5,8.3,6.3,6,7,20,28,40,75
19,2012,2,8,79200,96500,7.5,8.3,6,5.8,8,20,28,55,120
19,2012,2,9,4200,4000,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2012,2,3,27100,53900,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2012,2,1,32000,84700,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2012,2,4,13000,12100,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2012,2,5,19500,28400,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2012,3,3,25900,28300,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2012,3,1,1600,4400,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2012,3,7,24000,50900,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2012,4,9,8300,8400,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2012,5,6,10800,794000,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2013,2,2,4500,5400,7.5,8.3,6.3,6,7,20,28,40,75
19,2013,2,8,102200,149800,7.5,8.3,6,5.8,8,20,28,55,120
19,2013,2,9,2000,1200,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2013,2,3,28600,38200,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2013,2,1,27800,46400,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2013,2,4,13000,4800,7.5,8.3,6.6,6.2,7.2,25,25,78,100
19,2013,2,5,22500,20300,7.5,8.3,6.2,5.5,7,16,27,100,200
19,2013,3,3,21100,29000,7.5,8.3,6.4,6,7.5,24,32,37,90
19,2013,3,1,2700,6100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2013,3,7,21500,45800,7.5,8.3,5.8,5.5,6.5,14,25,47,103
19,2013,4,9,2400,3100,7.5,8.3,6.4,5.5,7,21,30,40,125
19,2013,4,1,700,900,7.5,8.3,6.4,5.8,6.8,18,27,45,100
19,2013,4,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
19,2013,5,6,10800,832600,7.5,8.3,6.5,5,8.5,25,35,100,170
19,2014,2,2,6200,3200,7.5,8.3,6.3,6,7,20,28,40,75
